1342,0.10515171374288278,0.09674910456359313,0.0805767116688712
11,0.02150346271965144,0.002322282671449126,0.05117472954121994
1661,0.04543227037110241,0.036876857021399305,0.035875967676257094
30254,0.14166479815068975,0.15728030253578856,0.14228574062279994
236,0.03954244095734607,0.013725737255586614,0.013307794878683889
84,0.09235949653025814,0.05715975163562596,0.04986950768634018
5200,0.011030407092896983,0.045633910391185944,0.04176248133839305
98,0.045805012450934116,0.05205968822142994,0.04710841404099764
345,0.06273048930250456,0.04786850990419149,0.03885604058356688
2600,0.051180782198839626,0.05210720103316662,0.03922453230369335
4300,0.02900084864881669,0.03352448711274949,0.027625184515689242
1322,0.10311319324821026,0.10796393521261628,0.11796654805247139
16,0.04978727479450178,0.04793426024679098,0.0405751562690084
1952,0.01767994437603441,0.0182785123288845,0.06280870485119262
1400,0.046703162395896274,0.059943655948776396,0.051952372310080416
2701,0.054382374782793126,0.058555035733454344,0.039885882863799745
158,0.12263524926156182,0.10710249804011776,0.09442225822120939
174,0.0567707954844702,0.02992095561239206,0.023196835003233482
946,0.13843210860510788,0.07035365848921318,0.06870985367746717
1184,0.053999375137537726,0.06134653126408237,0.041040104717472034
12,0.05127450078942264,0.06618184158366748,0.05660122597506983
120,0.039668660537526726,0.05985462258045663,0.04879715226414329
23,0.07109553678794499,0.04958850087282156,0.0666347498038799
2542,0.012540949194621634,-0.021665159700474845,0.019872360182546726
33644,0.0312077663010719,0.010620921642516306,0.017745012381294334
35,0.04335984542116634,0.024559986820383784,0.03273213533548506
42,0.051509217648888335,0.011968844562234814,0.05590481148474866
1112,0.06588492558520913,0.051269583844313064,0.022979116653557567
2500,0.10571017776744451,0.1399175843486332,0.11677164740956776
2554,0.02414046186742977,0.024678977408023425,0.018520671982564185
4363,0.08144018724870622,0.07342573455271692,0.07403574745837835
996,0.10886628249184813,0.11456914063404303,0.1101357800023177
28520,0.07259467107663634,0.07968343802276041,0.052329442054051795
1497,0.10704734571505224,0.12123475874673305,0.11851416815323662
219,0.04300570269394198,0.02996506346812939,0.033734957748540656
244,0.04749524137403804,0.03729277420318985,0.04088435319142043
21279,0.15409999374040823,0.07712964119214807,0.08296578744253487
161,0.1007056051519123,0.08721249776162569,0.10132533080924232
14264,0.1112454671858789,0.09926790986836571,0.13690702061427906
20203,0.11275240512358352,0.10587566735743958,0.09643545619806766
36,0.02566864467074921,0.0029604864669135543,0.007994730327177327
3207,0.08679952225937797,0.07822465115827182,0.05805123110971226
8800,0.13054492918640037,0.07590365051409315,0.028707167467866824
105,0.10379193049327082,0.11115694607983928,0.09442434792152081
25305,0.11588966395350836,0.13793682540691135,0.12363741709188968
55,0.06534046245313956,0.08493853806491902,0.09828916886093127
52244,0.06259882328716361,0.04695646020646308,0.03759767025088904
730,0.047034174719564864,0.05581578565536565,0.041455083596609384
25717,0.008916798437758482,0.0066266527487828806,0.013145798475555215
996,0.10886628249184813,0.11456914063404303,0.1101357800023177
526,0.03893773074975497,0.02906669306947928,0.029310791742195367
3207,0.08679952225937797,0.07822465115827182,0.05805123110971226
514,0.08866931427537852,0.09983937142738783,0.1224001735255831
766,0.06527849131782326,0.0697321184494219,0.07797399152018719
2413,0.05132740314602879,0.04200701335032322,0.029216363108052253
