yellow,2
four,1
woods,1
hanging,2
ringlets,2
woody,2
looking,2
Prophetic,3
LAST,1
lord,1
shaving,2
swivel,2
dell,1
foul,1
bringing,2
disturb,2
scholar,2
48,0
south-west,2
ornamental,4
ampytated,3
nigh,1
tired,1
bacon,2
pulse,1
rusty,2
shrugging,2
sailed,1
thunder,2
cooking,2
contributed,3
fingers,2
admiral,3
hero,2
gayer,1
sunbeams,3
interrupting,4
here,1
chine,1
chink,1
doldrums,2
substance,2
elaborate,4
climbed,1
Mizzen-mast,3
reports,2
N,0
Farther,2
natures,2
golden,2
divide,2
Three,1
summons,2
brought,1
stern,1
Mizzenmast,3
spoke,1
p'inting,2
music,2
therefore,3
strike,1
over-bold,3
until,2
ABANDONED,3
successful,3
brings,1
anywheres,3
whirling,2
hurt,1
glass,1
death-hurt,3
hold,1
circumstances,3
morally,3
locked,1
pursue,1
blade,1
plunged,1
locker,2
sweeter,2
leaped,2
moidores,2
apoplexy,4
example,2
caution,2
want,1
absolute,3
groaned,1
drying,1
damage,2
how,1
hot,1
retreating,4
A,1
canikin,3
shores,1
wrong,1
destined,2
sickening,3
wink,1
Another,3
keeps,1
wind,1
wine,1
blind,1
Forecastle,3
welcomed,2
dreamed,2
boatfuls,2
wrought,1
fir,1
His,1
fit,1
screaming,3
survivors,3
anticipations,5
N.N.E,0
hidden,2
admirable,3
Him,1
grievous,3
riggers,2
wooded,1
interrupt,3
silver,2
'Four,1
Dutchman,2
telescope,3
series,2
spider,2
bowls,1
mutineer,3
whit,1
ring,1
excepting,3
encourage,3
subsiding,3
stamping,2
assured,2
threatened,3
fugitive,3
knit,1
ate,1
district,2
shipped,1
disturbed,2
Mighty,2
two-peaked,3
flitting,2
wash,1
spinning,2
176,0
bitten,2
service,2
needed,1
master,2
legs,1
bitter,2
treasure-house,5
listen,2
ashen,2
sea-calf,3
motionless,3
mutilated,3
crawl,1
positively,5
surer,2
peril,2
showed,1
coward,2
Alongside,3
tree,1
likely,3
idly,2
nations,2
idle,1
exclaimed,2
skimmed,1
pine-trees,2
feeling,2
Gradually,3
groaning,2
willingness,3
runner,2
dozed,1
corns,1
dozen,2
Then,1
Them,1
soaked,1
Blandly,2
recommended,3
goat-skin,2
