total_char,syl_sum,sentiment
37.5853107345,11.5288135593,-0.0650205857649
60.9333333333,18.8944444444,0.492801095863
529.555555556,161.666666667,0.00981323536062
169.704225352,52.1056338028,0.0331818188978
46.026119403,14.1194029851,0.00225017027955
